date, pm25, pm10, o3, no2, so2, co
2024/6/9, 86, 52, 23, 2, 9, 2
2024/6/10, 97, 57, 17, 2, 5, 3
2024/6/11, 84, 52, 15, 4, 4, 3
2024/6/12, 92, 56, 16, 4, 4, 2
2024/6/13, 113, 49, 19, 4, 1, 3
2024/6/14, 95, 48, 19, 3, 4, 3
2024/6/15, 78, 48, 14, 3, 4, 3
2024/6/16, 80, 47, 11, 2, 7, 4
2024/6/17, 73, 49, 13, 3, 5, 3
2024/6/18, 79, 49, 16, 3, 6, 3
2024/6/19, 81, 50, 13, 3, 1, 2
2024/6/20, 99, 50, 13, 4, 5, 3
2024/6/21, 83, 49, 14, 4, 4, 2
2024/6/22, 90, 47, 15, 2, 2, 3
2024/6/23, 78, 49, 13, 2, , 3
2024/6/24, 76, 50, 12, 3, 4, 2
2024/6/25, 85, 50, 14, 3, 4, 2
2024/6/26, 85, 49, 13, 3, , 2
2024/6/27, 78, 50, 14, 3, 3, 2
2024/6/28, 81, 50, 16, 3, 5, 3
2024/6/29, 97, 50, 16, 2, 2, 3
2024/6/30, 88, 48, 16, 2, 1, 3
2024/1/1, 79, 44, 20, 2, 3, 4
2024/1/2, 83, 62, 24, 2, 4, 4
2024/1/3, 121, 48, 20, 2, 3, 4
2024/1/4, 86, 46, 21, 3, 4, 4
2024/1/5, 79, 44, 13, 3, 3, 5
2024/1/6, 78, 44, 13, 2, 3, 3
2024/1/7, 79, 59, 19, 2, 3, 4
2024/1/8, 109, 46, 19, 3, 4, 4
2024/1/9, 82, 61, 20, 3, 3, 4
2024/1/10, 119, 57, 23, 3, 5, 1
2024/1/11, 108, 52, 22, 3, 4, 5
2024/1/12, 101, 42, 26, 3, 3, 7
2024/1/13, 75, 53, 18, 1, 5, 1
2024/1/14, 91, 48, 19, 2, 5, 2
2024/1/15, 78, 48, 23, 3, 5, 2
2024/1/16, 83, 61, 21, 3, 4, 2
2024/1/17, 111, 54, 22, 3, 4, 1
2024/1/18, 91, 40, 11, 2, 4, 4
2024/1/19, 71, 40, 15, 2, 3, 3
2024/1/20, 66, 40, 12, 3, 3, 1
2024/1/21, 69, 47, 19, 1, 2, 2
2024/1/22, 90, 45, 16, 1, 4, 2
2024/1/23, 89, 47, 19, 3, 2, 3
2024/1/24, 91, 48, 25, 3, 7, 4
2024/1/25, 84, 50, 18, 3, 2, 2
2024/1/26, 111, 41, 17, 3, 2, 3
2024/1/27, 78, 44, 22, 1, 3, 4
2024/1/28, 76, 67, 21, 2, 2, 3
2024/1/29, 147, 51, 25, 3, 3, 3
2024/1/30, 121, 39, 12, 4, 4, 4
2024/1/31, 69, 50, 26, 2, 3, 2
2024/2/1, 99, 41, 23, 3, 3, 5
2024/2/2, 82, 50, 7, 4, 3, 5
2024/2/3, 77, 45, 11, 3, 3, 5
2024/2/4, 81, 49, 23, 2, 2, 3
2024/2/5, 103, 41, 24, 2, 2, 4
2024/2/6, 78, 51, 25, 3, 3, 5
2024/2/7, 98, 71, 20, 2, 2, 3
2024/2/8, 147, 54, 37, 2, 5, 3
2024/2/9, 124, 41, 21, 2, 4, 3
2024/2/10, 78, 44, 24, 1, 4, 2
2024/2/11, 83, 43, 27, 1, 4, 1
2024/2/12, 84, 37, 31, 2, 3, 4
2024/2/13, 67, 48, 22, 2, 3, 4
2024/2/14, 89, 55, 24, 3, 1, 2
2024/2/15, 92, 46, 27, 4, 5, 2
2024/2/16, 82, 57, 31, 4, 2, 1
2024/2/17, 99, 44, 21, 3, , 3
2024/2/18, 87, 54, 36, 3, 5, 4
2024/2/19, 101, 67, 37, 3, 5, 3
2024/2/20, 128, 46, 44, 2, 4, 5
2024/2/21, 89, 42, 30, 2, 3, 4
2024/2/22, 74, 39, 23, 2, 2, 6
2024/2/23, 71, 42, 8, 3, , 4
2024/2/24, 74, 44, 17, 2, , 2
2024/2/25, 74, 45, 17, 2, 4, 6
2024/2/26, 72, 48, 24, 3, 4, 6
2024/2/27, 89, 51, 22, 3, 2, 
2024/2/28, 88, 61, 25, 4, 8, 2
2024/2/29, 118, 47, 28, 5, 5, 3
2024/3/1, 81, 54, 31, 3, 3, 2
2024/3/2, 98, 40, 37, 2, 5, 3
2024/3/3, 76, 54, 35, 2, 4, 4
2024/3/4, 102, 49, 50, 3, 3, 2
2024/3/5, 94, 45, 36, 4, , 1
2024/3/6, 69, 49, 47, 4, 7, 6
2024/3/7, 90, 43, 16, 3, 3, 6
2024/3/8, 74, 42, 35, 3, 3, 5
2024/3/9, 73, 47, 14, 3, 2, 3
2024/3/10, 81, , , , , 
2024/3/12, 105, 59, 36, 4, 4, 3
2024/3/13, 110, 48, 17, 4, 1, 2
2024/3/14, 117, , , , , 
2024/3/16, 97, 45, 17, 2, 5, 2
2024/3/17, 77, 49, 28, 2, 5, 3
2024/3/18, 92, 50, 29, 2, 4, 5
2024/3/19, 85, 50, 29, 3, 4, 3
2024/3/20, 90, 50, 30, 4, 6, 3
2024/3/21, 85, 48, 41, 3, 8, 6
2024/3/22, 92, 45, 44, 3, 6, 3
2024/3/23, 80, 43, 40, 3, 5, 4
2024/3/24, 74, 41, 43, 3, 5, 5
2024/3/25, 70, 38, 61, 3, 4, 6
2024/3/26, 66, 43, 34, 3, 3, 3
2024/3/27, 72, 57, 34, 3, 4, 4
2024/3/28, 103, 41, 26, 4, 4, 5
2024/3/29, 78, 57, 31, 4, 2, 3
2024/3/30, 109, 43, 43, 3, 4, 4
2024/3/31, 76, 50, 39, 3, 3, 5
2023/10/1, 89, 54, 27, 2, 2, 4
2023/10/2, 91, 66, 28, 2, 2, 5
2023/10/3, 112, 61, 13, 1, 2, 4
2023/10/4, 113, 57, 18, 1, 1, 6
2023/10/5, 105, 71, 17, 2, 1, 4
2023/10/6, 123, 58, 17, 3, 1, 6
2023/10/7, 105, 52, 19, 3, 1, 8
2023/10/8, 89, 55, 19, 3, 1, 8
2023/10/9, 114, 46, 19, 3, 2, 8
2023/10/10, 97, 43, 14, 3, 3, 7
2023/10/11, 94, 61, 15, 3, 2, 7
2023/10/12, 105, 59, 16, 3, 2, 5
2023/10/13, 111, 66, 16, 3, 3, 5
2023/10/14, 113, 55, 18, 3, 4, 5
2023/10/15, 89, 60, 18, 2, 2, 5
2023/10/16, 109, 57, 18, 2, 3, 7
2023/10/17, 98, 59, 16, 3, 3, 6
2023/10/18, 102, 77, 17, 3, 5, 8
2023/10/19, 148, 66, 17, 3, 2, 6
2023/10/20, 109, 57, 13, 2, 5, 5
2023/10/21, 120, , , , , 
2023/10/24, 85, 43, 26, 3, 9, 5
2023/10/25, 66, 57, 18, 3, 3, 7
2023/10/26, 100, 51, 34, 3, 3, 4
2023/10/27, 91, 48, 37, 3, 7, 2
2023/10/28, 83, , , , , 
2023/10/30, 63, 74, 21, 2, 1, 4
2023/10/31, 131, 51, 20, 3, 4, 3
2023/11/1, 96, 48, 12, 2, 3, 3
2023/11/2, 70, 41, 13, 2, 4, 3
2023/11/3, 65, 47, 14, 3, 3, 3
2023/11/4, 73, 42, 22, 4, 10, 3
2023/11/5, 73, 44, 10, 3, 6, 1
2023/11/6, 76, 42, 10, 2, 4, 
2023/11/7, 73, 50, 10, 3, 2, 4
2023/11/8, 92, 48, 17, 3, 3, 3
2023/11/9, 78, 44, 23, 3, 6, 4
2023/11/10, 78, 45, 9, 3, 5, 4
2023/11/11, 71, , , , , 
2023/11/19, 93, 42, 11, 4, 1, 4
2023/11/20, 85, 39, 8, 5, , 4
2023/11/21, 78, 40, 11, 4, , 2
2023/11/22, 85, 45, 6, 3, , 4
2023/11/23, 90, 40, 8, 3, 1, 2
2023/11/24, 90, 67, 5, 3, , 9
2023/11/25, 142, 47, 19, 3, 3, 4
2023/11/26, 90, 92, 16, 3, 2, 5
2023/11/27, 204, 51, 15, 3, 2, 2
2023/11/28, 87, 46, 13, 3, 3, 
2023/11/29, 82, 41, 13, 3, 3, 2
2023/11/30, 70, 41, 21, 4, 4, 1
2023/12/1, 73, 45, 20, 3, 4, 3
2023/12/2, 79, 42, 13, 3, 4, 2
2023/12/3, 73, 43, 12, 4, 4, 3
2023/12/4, 73, 49, 9, 4, 4, 1
2023/12/5, 93, , , , , 
2023/12/7, 82, 48, 14, 3, 5, 2
2023/12/8, 88, 48, 17, 2, 4, 2
2023/12/9, 83, 41, 20, 2, 4, 2
2023/12/10, 71, 43, 19, 3, 5, 3
2023/12/11, 76, 46, 22, 2, 4, 1
2023/12/12, 84, , , , , 
2023/12/14, 78, 51, 10, 3, 4, 4
2023/12/15, 94, 49, 17, 3, 5, 5
2023/12/16, 93, 48, 9, 2, 4, 5
2023/12/17, 85, 47, 6, 2, 7, 3
2023/12/18, 90, 48, 8, 2, 8, 3
2023/12/19, 87, 50, 8, 2, 17, 4
2023/12/20, 94, 55, 29, 3, 12, 7
2023/12/21, 105, 46, 27, 2, 6, 7
2023/12/22, 80, 78, 29, 4, 6, 4
2023/12/23, 135, 52, 26, 3, 4, 6
2023/12/24, 91, 56, 28, 3, 4, 6
2023/12/25, 111, 54, 20, 3, 5, 7
2023/12/26, 100, 70, 22, 3, 1, 6
2023/12/27, 130, 53, 22, 4, 4, 5
2023/12/28, 108, 46, 19, 3, 3, 5
2023/12/29, 79, 41, 14, 3, 3, 5
2023/12/30, 73, 44, 18, 3, 2, 5
2023/12/31, 75, 45, 22, 3, 2, 5
2023/7/1, 83, 63, 8, 3, 3, 5
2023/7/2, 83, 63, 7, 3, 3, 5
2023/7/3, 82, 63, 8, 3, 3, 5
2023/7/4, 101, 66, 10, 3, 3, 5
2023/7/5, 87, 62, 19, 2, 2, 4
2023/7/6, 82, 55, 21, 1, 1, 6
2023/7/7, 91, 53, 19, 4, 2, 5
2023/7/8, 103, 49, 12, 4, 2, 5
2023/7/9, 72, 53, 9, 4, 2, 6
2023/7/10, 74, 53, 8, 4, 2, 5
2023/7/11, 71, 54, 7, 4, 2, 6
2023/7/12, 82, 54, 13, 3, 3, 5
2023/7/13, 79, 47, 22, 2, 4, 3
2023/7/14, 64, 47, 17, 2, 4, 2
2023/7/15, 64, 47, 15, 2, 4, 3
2023/7/16, 65, 48, 15, 2, 3, 3
2023/7/17, 71, 48, 10, 3, 3, 2
2023/7/18, 65, 45, 10, 2, 3, 2
2023/7/19, 60, 51, 14, 2, 3, 3
2023/7/20, 59, 52, 17, 3, 3, 2
2023/7/21, 70, 48, 15, 3, 4, 2
2023/7/22, 70, 46, 15, 3, 5, 2
2023/7/23, 62, 45, 15, 3, 6, 2
2023/7/24, 56, 54, 14, 2, 4, 
2023/7/25, 74, 47, 14, 2, 4, 1
2023/7/26, 62, 47, 13, 3, 3, 1
2023/7/27, 66, 49, 15, 3, 3, 2
2023/7/28, 76, 45, 17, 3, 2, 2
2023/7/29, 66, 45, 15, 3, 3, 2
2023/7/30, 56, , , , , 
2023/8/3, 126, 52, 17, 2, 3, 6
2023/8/4, 114, 47, 11, 3, 3, 3
2023/8/5, 98, 44, 10, 3, 3, 1
2023/8/6, 99, 54, 11, 3, 3, 2
2023/8/7, 106, 52, 16, 3, 2, 4
2023/8/8, 85, 50, 18, 2, 2, 4
2023/8/9, 71, 49, 13, 2, 3, 10
2023/8/10, 73, 49, 22, 3, 3, 5
2023/8/11, 71, 53, 21, 3, 4, 8
2023/8/12, 79, 51, 20, 3, 5, 4
2023/8/13, 72, 56, 14, 2, 3, 5
2023/8/14, 87, 61, 12, 2, 3, 6
2023/8/15, 94, 59, 11, 2, 3, 6
2023/8/16, 85, 62, 11, 1, 3, 6
2023/8/17, 85, 59, 13, 1, 2, 1
2023/8/18, 95, 53, 10, 2, 2, 3
2023/8/19, 82, 52, 11, 2, 3, 3
2023/8/20, 76, 55, 21, 2, 3, 3
2023/8/21, 74, 55, 18, 2, 3, 5
2023/8/22, 81, 54, 18, 3, 3, 5
2023/8/23, 87, 52, 16, 2, 3, 6
2023/8/24, 81, 52, 19, 2, 4, 10
2023/8/25, 78, 51, 15, 2, 3, 5
2023/8/26, 76, 52, 16, 3, 3, 
2023/8/27, 78, 54, 15, 2, 3, 1
2023/8/28, 81, 54, 23, 2, 3, 2
2023/8/29, 82, 55, 22, 3, 2, 3
2023/8/30, 88, 58, 26, 3, 2, 3
2023/8/31, 98, 58, 26, 2, 3, 3
2023/9/1, 97, 56, 27, 2, 3, 5
2023/9/2, 92, 52, 23, 2, 3, 2
2023/9/3, 85, 53, 27, 2, 2, 4
2023/9/4, 86, 48, 19, 2, , 5
2023/9/5, 89, 46, 21, 2, 1, 5
2023/9/6, 92, 49, 19, 2, , 7
2023/9/7, 90, 50, 15, 3, 1, 6
2023/9/8, 87, 50, 17, 2, 3, 6
2023/9/9, 89, 48, 17, 2, 4, 7
2023/9/10, 80, 49, 18, 2, 2, 8
2023/9/11, 87, 51, 17, 2, 2, 8
2023/9/12, 96, 51, 19, 2, 3, 7
2023/9/13, 89, 51, 20, 2, 3, 8
2023/9/14, 88, 57, 21, 3, 4, 13
2023/9/15, 80, 51, 17, 3, 2, 10
2023/9/16, 91, 49, 19, 4, 2, 11
2023/9/17, 78, 49, 19, 4, 2, 7
2023/9/18, 80, 48, 21, 3, 2, 6
2023/9/19, 79, 52, 17, 2, 3, 8
2023/9/20, 84, 57, 11, 2, 3, 6
2023/9/21, 109, 51, 10, 2, 3, 8
2023/9/22, 92, 52, 20, 3, 1, 7
2023/9/23, 91, , , , , 
2023/9/25, 101, 54, 28, 2, 2, 6
2023/9/26, 106, 51, 33, 3, 3, 6
2023/9/27, 96, 61, 13, 3, 4, 3
2023/9/28, 96, 50, 13, 3, 4, 7
2023/9/29, 85, , , , , 
2023/4/3, 116, 58, 7, 3, 4, 6
2023/4/4, 119, 58, 6, 3, 4, 6
2023/4/5, 131, 60, 10, 3, 5, 6
2023/4/6, 140, 57, 10, 3, 5, 7
2023/4/7, 132, 56, 9, 3, 4, 6
2023/4/8, 123, 58, 5, 3, 5, 6
2023/4/9, 131, 57, 9, 4, 4, 6
2023/4/10, 133, 58, 8, 4, 5, 6
2023/4/11, 136, 61, 10, 4, 5, 6
2023/4/12, 143, 59, 7, 3, 5, 6
2023/4/13, 141, 61, 5, 3, 4, 6
2023/4/14, 143, 61, 7, 3, 3, 6
2023/4/15, 121, 60, 6, 3, 3, 6
2023/4/16, 119, 60, 7, 3, 5, 6
2023/4/17, 114, 62, 9, 3, 4, 6
2023/4/18, 125, 61, 10, 4, 5, 6
2023/4/19, 122, 62, 9, 3, 5, 6
2023/4/20, 122, 60, 11, 3, 5, 6
2023/4/21, 115, 59, 11, 3, 4, 7
2023/4/22, 110, , , , , 
2023/4/24, 145, 59, 3, 2, 5, 5
2023/4/25, 108, 56, 7, 2, 3, 3
2023/4/26, 121, 59, 7, 2, 3, 3
2023/4/27, 99, 60, 10, 3, 4, 4
2023/4/28, 89, 60, 10, 4, 5, 6
2023/4/29, 85, 59, 10, 5, 5, 7
2023/4/30, 84, 58, 5, 5, 5, 7
2023/5/1, 93, 65, 7, 4, 4, 4
2023/5/2, 104, 63, 7, 4, 3, 4
2023/5/3, 94, 70, 8, 3, 3, 6
2023/5/4, 97, 70, 8, 3, 2, 6
2023/5/5, 98, 69, 8, 3, 3, 6
2023/5/6, 100, 61, 8, 3, 3, 6
2023/5/7, 143, 48, 7, 3, 3, 7
2023/5/8, 105, 48, 7, 3, 4, 7
2023/5/9, 102, 66, 8, 3, 4, 7
2023/5/10, 144, 63, 7, 3, 4, 7
2023/5/11, 134, 61, 6, 2, 4, 6
2023/5/12, 141, 66, 8, 2, 3, 5
2023/5/15, 96, 56, 7, 2, 4, 4
2023/5/17, 123, 61, 8, 3, 3, 5
2023/5/18, 119, 55, 6, 3, 3, 5
2023/5/19, 104, , , , , 
2023/5/22, 120, 57, 6, 3, 3, 5
2023/5/23, 80, 59, 7, 2, 2, 4
2023/5/24, 83, 58, 47, 2, 2, 3
2023/5/25, 82, 60, 49, 2, 7, 
2023/5/26, 84, 59, 27, 2, 5, 4
2023/5/27, 83, 55, 18, 2, 3, 4
2023/5/28, 78, 60, 24, 2, 3, 3
2023/5/29, 84, 58, 26, 2, 3, 2
2023/5/30, 82, 57, 24, 2, 3, 3
2023/5/31, 80, 58, 27, 2, 2, 5
2023/6/1, 81, 66, 25, 2, 3, 3
2023/6/2, 92, 61, 19, 2, 5, 3
2023/6/3, 89, 55, 23, 2, 4, 1
2023/6/4, 77, 64, 23, 3, 1, 5
2023/6/5, 124, 61, 20, 3, 1, 3
2023/6/6, 116, 62, 20, 3, 1, 1
2023/6/7, 130, 63, 20, 3, 2, 1
2023/6/8, 115, 66, 20, 3, 2, 1
2023/6/9, 106, 65, 17, 3, 1, 1
2023/6/10, 102, 62, 13, 3, 3, 1
2023/6/11, 88, 65, 14, 3, 4, 1
2023/6/12, 107, 67, 12, 2, 4, 1
2023/6/13, 97, 67, 11, 2, , 1
2023/6/14, 111, 66, 11, 2, , 2
2023/6/15, 110, 64, 13, 2, 8, 1
2023/6/16, 97, 66, 11, 2, 7, 1
2023/6/17, 105, 64, 6, 2, 2, 
2023/6/18, 80, 64, 10, 2, 6, 3
2023/6/19, 89, 69, 14, 2, 4, 1
2023/6/20, 109, 66, 15, 2, 3, 
2023/6/21, 91, 71, 14, 3, 4, 1
2023/6/22, 125, 67, 13, 3, 4, 2
2023/6/23, 89, 67, 6, 3, 4, 2
2023/6/24, 91, 62, 5, 3, 4, 1
2023/6/25, 84, 65, 7, 3, 4, 1
2023/6/26, 83, 65, 8, 3, 4, 1
2023/6/27, 85, 65, 8, 3, 3, 3
2023/6/28, 82, 63, 9, 3, 3, 4
2023/6/29, 80, 65, 11, 3, 3, 5
2023/6/30, 80, 64, 10, 3, 3, 5
2023/1/2, 107, 37, 7, 1, 3, 6
2023/1/3, 66, 36, 6, 2, 4, 7
2023/1/4, 60, , , , , 
2023/1/6, 118, 52, 4, 1, 3, 7
2023/1/7, 97, 49, 5, 2, 3, 7
2023/1/8, 94, 48, 6, 1, 3, 7
2023/1/9, 88, 50, 8, 1, 3, 6
2023/1/10, 95, 53, 8, 2, 3, 7
2023/1/11, 104, 52, 8, 2, 3, 7
2023/1/12, 103, 49, 7, 2, 4, 7
2023/1/13, 88, 56, 7, 2, 3, 6
2023/1/14, 111, 50, 7, 2, 4, 7
2023/1/15, 93, 45, 7, 2, 4, 7
2023/1/16, 80, 45, 7, 1, 4, 6
2023/1/17, 82, 47, 7, 1, 3, 6
2023/1/18, 82, 48, 8, 1, 3, 6
2023/1/19, 85, 48, 6, 1, 3, 6
2023/1/20, 90, 48, 6, 1, 3, 7
2023/1/21, 87, 48, 6, 2, 4, 6
2023/1/22, 89, 51, 6, 2, 3, 7
2023/1/23, 97, , , , , 
2023/1/25, 86, 59, 5, 2, 4, 6
2023/1/26, 103, 60, 5, 1, 3, 6
2023/1/27, 106, 60, 6, 1, 3, 6
2023/1/28, 109, 65, 6, 1, 3, 6
2023/1/29, 128, 64, 7, 2, 3, 5
2023/1/30, 119, 58, 7, 3, 4, 4
2023/1/31, 89, 55, 8, 1, 3, 7
2023/2/1, 151, 45, 6, 1, 2, 7
2023/2/2, 73, 43, 8, 1, 3, 7
2023/2/3, 82, 55, 6, 1, 3, 6
2023/2/4, 124, 54, 5, 2, 3, 6
2023/2/5, 118, 57, 7, 1, 3, 6
2023/2/6, 134, 58, 5, 1, 3, 6
2023/2/7, 126, 55, 6, 1, 3, 6
2023/2/8, 121, 56, 3, 1, 2, 6
2023/2/9, 85, , , , , 
2023/2/14, 66, 53, 7, 3, 4, 7
2023/2/15, 94, 51, 1, 3, 4, 7
2023/2/16, 84, 55, 5, 3, 3, 7
2023/2/17, 103, 50, 4, 3, 3, 7
2023/2/18, 86, 49, 6, 3, 3, 7
2023/2/19, 83, 51, 7, 2, 3, 6
2023/2/20, 82, 53, 5, 1, 3, 5
2023/2/21, 91, 53, 9, 1, 2, 5
2023/2/22, 89, 53, 6, 3, 4, 7
2023/2/23, 92, 53, 9, 3, 4, 6
2023/2/24, 91, 51, 6, 3, 4, 6
2023/2/25, 87, 52, 3, 3, 4, 6
2023/2/26, 87, 52, 8, 3, 4, 6
2023/2/27, 88, , , , , 
2023/3/3, 107, 55, 8, 4, 5, 7
2023/3/4, 94, , , , , 
2023/3/6, 97, 54, 8, 4, 5, 7
2023/3/7, 93, 49, 8, 3, 5, 6
2023/3/8, 78, 50, 7, 3, 5, 6
2023/3/9, 82, 51, 8, 4, 6, 7
2023/3/10, 86, 52, 9, 4, 5, 6
2023/3/11, 89, 52, 9, 4, 5, 6
2023/3/12, 85, 49, 9, 4, 5, 7
2023/3/13, 78, 51, 10, 4, 6, 7
2023/3/14, 84, 53, 7, 3, 5, 7
2023/3/15, 98, 53, 7, 3, 5, 7
2023/3/16, 97, 56, 7, 2, 4, 6
2023/3/17, 80, 57, 8, 2, 3, 6
2023/3/18, 67, 59, 6, 2, 3, 5
2023/3/19, 84, 57, 8, 2, 3, 6
2023/3/20, 70, 56, 7, 3, 5, 7
2023/3/21, 84, 38, 7, 3, 5, 7
2023/3/22, 63, 46, 8, 3, 5, 6
2023/3/23, 75, 53, 10, 4, 4, 7
2023/3/24, 95, 55, 10, 3, 5, 7
2023/3/25, 96, , , , , 
2023/3/28, 118, 62, 7, 2, 4, 6
2023/3/29, 142, 58, 8, 2, 4, 6
2023/3/30, 116, , , , , 
2022/10/1, 93, 31, 9, 1, 2, 6
2022/10/2, 70, 29, 9, 1, 2, 6
2022/10/3, 64, 37, 6, 1, 2, 7
2022/10/4, 63, 44, 6, 1, 2, 7
2022/10/5, 91, 39, 6, 2, 2, 6
2022/10/6, 79, 44, 6, 2, 2, 4
2022/10/7, 79, 45, 6, 1, 2, 5
2022/10/8, 89, 42, 6, 1, 3, 6
2022/10/9, 88, 38, 6, 1, 3, 6
2022/10/10, 85, 39, 9, 1, 2, 6
2022/10/11, 85, 43, 9, 1, 2, 6
2022/10/12, 98, 51, 9, 1, 3, 6
2022/10/13, 120, 43, 9, 1, 3, 6
2022/10/14, 85, 41, 9, 1, 3, 6
2022/10/15, 91, 37, 9, 2, 3, 4
2022/10/16, 81, , , , , 
2022/10/24, 88, 50, 7, 2, 3, 7
2022/10/25, 77, 39, 7, 2, 2, 6
2022/10/26, 75, 35, 9, 2, 2, 6
2022/10/27, 72, 29, 7, 2, 2, 6
2022/10/28, 67, 26, 7, 2, 2, 6
2022/10/29, 57, 25, 4, 2, 2, 6
2022/10/30, 64, 28, 8, 2, 2, 5
2022/10/31, 69, 32, 8, 1, 2, 5
2022/11/2, 64, , 8, 1, 2, 4
2022/11/3, 50, 35, 8, 1, 2, 4
2022/11/4, 55, 29, 7, 2, 1, 5
2022/11/5, 74, 29, 7, 2, , 6
2022/11/6, 86, 42, 7, 1, 1, 5
2022/11/7, 95, 41, 7, 1, 1, 5
2022/11/8, 73, 37, 7, 1, 2, 5
2022/11/9, 72, 35, 2, 1, 2, 6
2022/11/10, 84, 45, 6, 1, 2, 6
2022/11/11, 85, 43, 6, 2, 3, 6
2022/11/12, 95, 40, 5, 2, 3, 7
2022/11/13, 75, 40, 7, 2, 3, 7
2022/11/14, 75, 41, 7, 2, 3, 7
2022/11/15, 85, 48, 8, 2, 2, 6
2022/11/16, 104, 55, 8, 2, 2, 7
2022/11/17, 124, 52, 7, 1, 3, 7
2022/11/18, 117, 54, 6, 2, 3, 8
2022/11/19, 128, 54, 6, 2, 3, 8
2022/11/20, 130, 54, 7, 2, 3, 8
2022/11/21, 130, 56, 7, 2, 3, 7
2022/11/22, 121, 58, 7, 1, 2, 6
2022/11/23, 136, 48, 8, 2, 2, 7
2022/11/24, 80, 54, 8, 2, 2, 7
2022/11/25, 97, 39, 7, 2, 2, 7
2022/11/26, 93, , 8, 2, 2, 7
2022/11/29, 87, 51, 4, 1, 2, 5
2022/11/30, 108, 53, 10, 1, 2, 4
2022/12/1, 133, 48, 10, 1, 3, 3
2022/12/2, 114, , , , , 
2022/12/4, 65, 49, 8, 1, 2, 6
2022/12/5, 113, 57, 7, 1, 2, 6
2022/12/6, 135, 56, 7, 2, 2, 7
2022/12/7, 138, 54, 7, 2, 2, 7
2022/12/8, 117, 61, 7, 1, 2, 6
2022/12/9, 123, 57, 7, 1, 2, 6
2022/12/10, 125, 51, 7, 1, 3, 7
2022/12/11, 93, 50, 7, 1, 3, 6
2022/12/12, 102, 47, 7, 1, 3, 6
2022/12/13, 100, 45, 8, 2, 3, 7
2022/12/14, 100, 49, 8, 2, 4, 7
2022/12/15, 110, 52, 6, 2, 4, 7
2022/12/16, 120, 55, 5, 2, 4, 7
2022/12/17, 123, 49, 1, 2, 4, 8
2022/12/18, 86, 53, 5, 2, 4, 7
2022/12/19, 98, 54, 5, 2, 5, 6
2022/12/20, 106, 54, 5, 2, 4, 6
2022/12/21, 104, 53, 4, 2, 4, 6
2022/12/22, 93, 52, 8, 2, 4, 6
2022/12/23, 95, , , , , 
2022/12/26, 68, 39, 4, 2, 3, 7
2022/12/27, 69, 58, 7, 2, 4, 8
2022/12/28, 132, 55, 7, 2, 4, 8
2022/12/29, 119, 58, 8, 2, 4, 6
2022/12/30, 134, 57, 8, 2, 4, 5
2022/12/31, 133, 57, 8, 2, 4, 5
2023/1/1, 134, 50, 8, 1, 3, 5
2022/9/19, 70, 35, 8, 2, 2, 5
2022/9/20, 71, 52, 10, 1, 2, 3
2022/9/21, 110, 40, 10, 1, 2, 4
2022/9/22, 62, 35, 7, 1, 2, 5
2022/9/23, 66, 22, 7, 1, 2, 7
2022/9/24, 55, 24, 7, 1, 2, 9
2022/9/25, 61, 24, 7, 1, 2, 9
2022/9/26, 61, , , , , 
2022/9/28, 74, 43, 7, 1, 2, 4
2022/9/29, 89, 43, 9, 1, 2, 5
2022/9/30, 80, 45, 9, 1, 2, 4
2025/7/11, , 62, 11, 5, 6, 2
2024/12/31, , 63, 8, 3, 3, 3
2024/12/15, , 75, 7, 3, 8, 3
2024/7/10, , 55, 14, 4, 7, 3
2024/7/18, , 50, 13, 3, 2, 1
2024/8/2, , 52, 14, 2, 1, 2
2024/9/1, , 54, 8, 3, 2, 2
2024/5/12, , 58, 17, 3, 1, 4
2024/3/11, , 52, 37, 3, 3, 6
2024/3/15, , 59, 22, 2, 2, 2
2023/9/30, , 52, 17, 1, 2, 3
2023/10/23, , 58, 17, 3, 7, 8
2023/10/29, , 42, 23, 2, 11, 3
2023/11/18, , 45, 6, 4, 1, 6
2023/12/6, , 43, 8, 3, 3, 2
2023/12/13, , 47, 20, 3, 4, 3
2023/8/2, , 58, 16, 2, 2, 3
2023/9/24, , 55, 17, 2, 2, 7
2023/4/2, , 58, 7, 3, 4, 7
2023/4/23, , 69, 9, 3, 5, 6
2023/5/14, , 58, 7, 2, 4, 4
2023/5/16, , 70, 8, 3, 5, 4
2023/5/21, , 62, 6, 3, 3, 6
2023/1/5, , 55, 3, 1, 4, 7
2023/1/24, , 49, 8, 2, 4, 7
2023/2/13, , 49, 9, 2, 3, 6
2023/3/2, , 61, 5, 4, 5, 7
2023/3/5, , 55, 8, 4, 5, 7
2023/3/27, , 61, 8, 2, 3, 5
2022/10/23, , 66, 4, 3, 3, 7
2022/11/1, , 32, 8, 1, 2, 5
2022/11/28, , 45, 8, 1, 2, 6
2022/12/3, , 35, 8, 1, 2, 6
2022/12/25, , 36, 8, 2, 3, 7
2022/9/18, , 40, 8, 2, 2, 5
2022/9/27, , 35, 7, 1, 2, 2
2022/11/27, , , 8, 2, 3, 7
